record_num,pmid,title,year,include?,notes
786,CN-02659609,Balancing the Bleeding Risk &amp; Treatment Related Complications in Immune Thrombocytopenia - an Unmet Need: real-World Data from India,2022,N,
787,CN-01521150,Stretching and Strength Training for Improved Gait Function in Children With Spastic Cerebral Palsy,2016,N,case report
788,CN-02271408,"Venetoclax, FLT3 inhibitor and decitabine in FLT3mut acute myeloid leukemia: subgroup analysis of a phase II trial",2020,N,
789,CN-02660588,Body composition monitoring in patients with IBS-D and IBS-M undergoing fecal microbiota transplantation,2023,N,no metabolic outcomes
791,CN-02379907,A study to test the safety and effects of a new CB1 antagonist ANEB-001 in healthy occasional cannabis users,2021,N,
792,CN-02256174,Evaluating the effects of a novel drug on THC effects,2021,N,no metabolic outcomes
793,CN-01861645,"A randomized, double-blind, multicenter, active-controlled, parallel design trial to evaluate the safety and efficacy of the combination of valsartan/amlodipine 160/5 mg or 160/10 mg versus valsartan 160 mg alone for 8 weeks in hypertensive patients who are not adequately controlled on valsartan 160 mg monotherapy - N/A",2005,N,duplicate
794,CN-02460422,"EFFICACY and SAFETY of UPADACITINIB in PATIENTS with ACTIVE ANKYLOSING SPONDYLITIS REFRACTORY to BIOLOGIC THERAPY: a DOUBLEBLIND, RANDOMIZED, PLACEBO-CONTROLLED PHASE 3 TRIAL",2022,N,
795,CN-02873993,POS0900 BIMEKIZUMAB MAINTAINED STRINGENT CLINICAL RESPONSES OVER 2 YEARS IN PATIENTS WITH AXIAL SPONDYLOARTHRITIS: RESULTS FROM TWO PHASE 3 STUDIES,2025,N,niacin not NMN/NR
796,CN-02762764,Improving services for identifying and treating depression in primary healthcare clinics,2024,N,
797,CN-02715943,"A randomized, double-blind, placebo-controlled study to assess the safety, tolerability, pharmacokinetics and pharmacodynamics of single oral doses of CB1 antagonist ANEB-001 in healthy occasional cannabis users",2021,N,
798,CN-01506067,Bromocriptine and Insulin Sensitivity,2014,N,no RCT
799,CN-01795175,Prehabilitation Versus Enhanced Recovery Program for Elective Colorectal Cancer Surgery,2018,N,poster abstract only
800,CN-02953798,The functional outcomes of sleep questionnaire vigilance domain but not the epworth sleepiness scale predicts psychomotor vigilance test in mild to moderate obstructive sleep apnea,2024,N,
801,CN-02608954,"Effectiveness of Complementary Food Based on Foodrecipe Locally Produced in Malnutrition Prevention of Child 6–23, Katanga DRC: randomized Controlled Trial of MASO31 Recipe",2022,N,duplicate
802,CN-00811310,"Improving glycaemic control and life skills in adolescents with type 1 diabetes: a randomised, controlled intervention study using the Guided Self-Determination-Young method in triads of adolescents, parents and health care providers integrated into routine paediatric outpatient clinics",2011,N,
803,CN-01793771,Phase II study on lenvatinib (LEN) in recurrent and/or metastatic (R/M) adenoid cystic carcinomas (ACC) of the salivary glands (SG) of the upper aereodigestive tract (NCT02860936),2018,N,case report
804,CN-02086152,"Perioperative omega-3 fatty acids fail to confer protection in liver surgery: results of a multicentric, double-blind, randomized controlled trial",2020,N,NAM not NMN
805,CN-00506728,Peginterferon-alpha2B and ribavirin combination therapy in chronic hepatitis C genotype 4: impact of treatment duration on sustained virologic response,2004,N,commentary
806,CN-00173173,The effect of nicotinamide in recent-onset type 1 diabetes regarding the level of beta-cell reserve,1995,N,borderline - prob not RCT
807,CN-01944794,Walking Green: the Effects of Walking in Forested and Urban Areas,2019,N,
808,CN-02179258,ProCAID: a randomized doubleblind phase II clinical trial of capivasertib (C) in combination with docetaxel and prednisolone chemotherapy (DP) in metastatic castration-resistant prostate cancer (mCRPC),2020,N,
809,CN-02870705,Smart Angioplasty Research Team-Coronary CT Angiography Versus Standard Care as Follow-up Strategies in High-Risk Patients After PCI (SMART-CARE),2025,N,
810,CN-01397600,A phase I trial of panobinostat with ipilimumab in advanced melanoma,2017,N,
811,CN-02796415,Drug Development,2024,N,
812,CN-01469288,Discovery to first-in-man studies of a multi-peptide-based hepatocellular carcinoma vaccine adjuvanted with CV8102 (RNAdjuvant) - HEPAVAC,2017,N,
813,CN-01788701,Outcome of ruxolitinib and sirolimus in preventing aGVHD post to HLA matched hemotopietic stem cell transplantation,2018,N,
815,CN-02844894,Antimicrobial photodynamic therapy and photobiomodulation in alveolar socket healing of diabetic Patients,2025,N,
816,CN-01851133,Clinical trial to investigate the analgesic effect of Aspirin during the application of 8% capsaicin patch,2013,N,niacin not NMN/NR
817,CN-02707403,Patients' Positions on Analgesic Efficacy of ESPB,2024,N,
818,CN-01883539,A study in people with Cystic Fibrosis (a rare hereditary lung disease) to assess the efficacy and safety of a combination of two experimental drugs,2015,N,
819,CN-02196693,Long Term Effect of Trimodal Prehabilitation Compared to ERAS in Colorectal Cancer Surgery,2020,N,NAM not NMN
820,CN-01136820,Early weight loss with liraglutide 3.0 mg is good predictor of clinically meaningful weight loss after 56 weeks,2015,N,
821,CN-02494281,THE OUTCOME OF BALANCE EXERCISES AND AGILITY TRAINING FOR POST ANTERIOR CRUCIATE LIGAMENT (ACL) RECONSTRUCTION: CLINICAL ASSESSMENT,2021,N,
822,CN-00652999,Incidence of type 2 diabetes mellitus and glucose abnormalities in treated patients with chronic hepatitis c infection: results of a controlled follow-up study,2007,N,
823,CN-02366679,Effectiveness of a Powered Exoskeleton Combined With FES for Patients With Chronic SCI: a RCT,2021,N,
824,CN-02051128,Impact of rituximab in the clinical outcomes of hairy cell leukemia: a retrospective single-institution analysis,2019,N,
825,CN-02305414,Phase I/II trial of pembrolizumab and cabozantinib in the treatment of metastatic renal cell carcinoma (mRCC),2021,N,poster abstract only
826,CN-02048857,Clinical outcomes of ruxolitinib in the salvage treatment of chronic graft-versus-host disease,2019,N,no metabolic outcomes
827,CN-01335135,A multicenter study evaluating the safety of romiplostim at maximal dosage for emergency bleeding situations in immune thrombocytopenia,2016,N,
828,CN-02321697,Exclusive Chemoradiotherapy With or Without Radiation Dose Escalation in Esophageal Cancer: multicenter Phase 2/3 Randomized Trial CONCORDE (PRODIGE-26),2021,N,
829,CN-02617448,"Effect of single or combined caffeine and L-Theanine supplementation on shooting and cognitive performance in elite curling athletes: a double-blind, placebo-controlled study",2023,N,no metabolic outcomes
830,CN-00789732,Lack of disease modifying activity of celecoxib in end-stage osteoarthritis: a randomized controlled trial,2010,N,
831,CN-01800009,"Supplering med hCG ved kontrolleret ovariel stimulering med rekombinant FSH for in vitro fertilisering Et randomiseret kontrolleret klinisk studie Kliniske, embryonale, endokrine og genetiske aspekter",2009,N,case report
832,CN-02631150,Restorative potential of different noise-exposed natural and urban environments,2023,N,
833,CN-02134205,Near-infrared Spectroscopy Guided Percutaneous Coronary Intervention in Patients With Acute Myocardial Infarction,2020,N,poster abstract only
834,CN-02433726,"Causes, mechanisms and consequences of binge eating: understanding maladaptive reward memory processes in young people who binge eat: study II - Counterconditioning",2019,N,
837,CN-02423746,"Arthroscopic Rotator Cuff Repair Performed With Intraarticular Tranexamic Acid Could it Provide Improved Visual Clarity and Less Post-operative Pain? A Prospective, Double Blind, Randomized Study of 64 Patients",2022,N,
838,CN-02755889,"A Proof of Concept (PoC), Randomized, Controlled Study to Validate the Algorithm and Evaluate the Accuracy, Safety and Pain Level of the Smartest-AE in Comparison to Self-measure Blood Glucose Levels",2024,N,poster abstract only
840,CN-01199316,A phase II study of panobinostat with lenalidomide and weekly dexamethasone in myeloma,2015,N,
841,CN-02281997,"A Double-Blind, RandoMised, Placebo-Controlled Study to Assess the Efficacy and Safety of oRal deliVery of sodium Pentosan Polysulfate (PPS) compared to placebo in participants with symptomatic kneE osteoarthritis (OA) and dysLipidemia (MaRVeL Study)",2021,N,review article
842,CN-02193131,"PREIMPLANTATION GENETIC TESTING FOR ANEUPLOIDY IN DONOR OOCYTE IVF CYCLES: a MATCHED, SIBLING OOCYTE COHORT STUDY",2020,N,no RCT
843,CN-01537482,Sensor-Augmented Insulin-Pump Therapy in New-onset Diabetes After Transplantation,2012,N,
844,CN-01553390,CHF Home Telemonitoring: a Home Telemonitoring Service for Chronic Heart Failure Patients on Trial,2015,N,niacin not NMN/NR
845,CN-01103969,Treatment with candesartan unmasks higher urinary norepinephrine excretion in white coat hypertensive patients compared to healthy normotensive participants,2015,N,protocol only
846,CN-02093171,The Inflammatory Systemic Response and Cytokines Release in Open Abdominal Aortic Surgery with Fast-track Versus Conventional Perioperative Management. A Prospective Randomized Study,2019,N,
847,CN-01544747,Quit and Fit: a Tobacco Cessation and Energy Balance Pilot for African Americans,2014,N,commentary
848,CN-01660841,"The SongDance Study: stress, Ongoing Self- Monitoring and Diabetes, Nerve Stimulation and Cognitive Empowerment",2018,N,wrong population
849,CN-02045774,SONOlysis in Prevention of Brain InfaRctions During Internal Carotid Endarterectomy,2015,N,duplicate
850,CN-02163688,Cardiovascular Effects of Heated Tobacco Products (HTP),2020,N,
852,CN-02024279,"The Difficult Airway Management Trial: ""The DIFFICAIR-Trial""",2012,N,review article
853,CN-02256459,Exploratory study of anti-aging effects of supplement intake,2021,N,
854,41417207,"Does HLA-B27 Status Influence Ixekizumab Efficacy in Axial Spondyloarthritis? Results From the COAST-V, COAST-W, and COAST-X Trials.",2026,N,niacin not NMN/NR
855,Erratum in (EIN),"Efficacy and Safety of Tumor Necrosis Factor Inhibitors, Interleukin-17 Inhibitors, and Janus Kinase Inhibitors in Patients with Non-Radiographic Axial Spondyloarthritis: A Systematic Review and Network Meta-Analysis.",2025,N,commentary
858,40409202,"Effect of supplementation with different sources and levels of zinc, copper, and manganese on the reproductive development of laying hens.",2025,N,
859,39969000,Enzyme activity and morphological changes in corn hybrids inoculated with Azospirillum brasilense via seed treatment and leaf.,2025,N,
861,39111741,Effects of Supplementation with NAD + Precursors on Metabolic Syndrome Parameters: A Systematic Review and Meta-Analysis.,2024,N,
862,38169057,Safety of Upadacitinib in Immune-Mediated Inflammatory Diseases: Systematic Literature Review of Indirect and Direct Treatment Comparisons of Randomized Controlled Trials.,2024,N,
865,37861538,Exploration of potential targets and mechanisms of naringenin in the treatment of nonalcoholic fatty liver disease through network pharmacology.,2023,N,case report
866,41054590,Traditional Chinese medicine acupoint pasting for preventing and treating gastrointestinal reactions in type II diabetes mellitus patients undergoing glucagon-like peptide-1 receptor agonist therapy: A clinical study.,2025,N,animal
867,37551049,Effect of Biologics in Subgroups of Axial Spondyloarthritis Based on Magnetic Resonance Imaging and C-Reactive Protein: A Systematic Review and Meta-Analysis.,2023,N,niacin not NMN/NR
868,37529001,2'-fucosyllactose alone or combined with resistant starch increases circulating short-chain fatty acids in lean men and men with prediabetes and obesity.,2023,N,duplicate
869,37250788,Mycobacterium manresensis induces trained immunity in vitro.,2023,N,protocol only
870,36633815,Comparative Efficacy of Biologic Disease-Modifying Anti-Rheumatic Drugs for Non-Radiographic Axial Spondyloarthritis: A Systematic Literature Review and Bucher Indirect Comparisons.,2023,N,NAM not NMN
871,34471428,Secukinumab in axial spondyloarthritis: a narrative review of clinical evidence.,2021,N,poster abstract only
872,33488787,The role of ixekizumab in non-radiographic axial spondyloarthritis.,2021,N,no placebo
873,32180840,Biologic therapy and spinal radiographic progression in patients with axial spondyloarthritis: A structured literature review.,2020,N,
874,36270657,Efficacy and safety of biological DMARDs: a systematic literature review informing the 2022 update of the ASAS-EULAR recommendations for the management of axial spondyloarthritis.,2023,N,
875,35904148,VALUE OF CORRECTED FLOW TIME IN COMMON CAROTID ARTERY IN PREDICTING VOLUME RESPONSIVENESS UNDER MECHANICAL VENTILATION.,2022,N,
876,36210709,[Changes of myocardial calcium currents in rats with myocardial injury induced by running exercise during acute hypoxia].,2022,N,
877,35720316,Kidney Normothermic Machine Perfusion Can Be Used as a Preservation Technique and a Model of Reperfusion to Deliver Novel Therapies and Assess Inflammation and Immune Activation.,2022,N,case report
878,33552685,Pembrolizumab as a monotherapy or in combination with platinum-based chemotherapy in advanced non-small cell lung cancer with PD-L1 tumor proportion score (TPS) >=50%: real-world data.,2021,N,in vitro
