record_num,id,reason,precursor,title,authors,year,journal,doi
510,CN-00961032,Not NAD+ precursor,none,Efficacy of certolizumab pegol on signs and symptoms of axial spondyloarthritis including ankylosing spondylitis: 24-week results of a double-blind randomised placebo-controlled Phase 3 study,"Landewé, R; Braun, J; Deodhar, A...",2014,Annals of the rheumatic diseases,10.1136/annrheumdis-2013-204231
511,CN-02923293,Different supplement,none,Sustained resolution of enthesitis and peripheral arthritis over 104 weeks with bimekizumab in axial spondyloarthritis,"Ramiro, S; Poddubnyy, D; Mease, PJ...",2025,RMD open,10.1136/rmdopen-2025-005969
512,CN-00966761,No relevant precursor,none,Similar response rates in patients with ankylosing spondylitis and non-radiographic axial spondyloarthritis after 1 year of treatment with etanercept: results from the ESTHER trial,"Song, IH; Weiß, A; Hermann, KG...",2013,Annals of the rheumatic diseases,10.1136/annrheumdis-2012-202389
513,CN-01178268,No relevant precursor,none,Clinical and MRI responses to etanercept in early non-radiographic axial spondyloarthritis: 48-week results from the EMBARK study,"Maksymowych, WP; Dougados, M; van der Heijde, D...",2016,Annals of the rheumatic diseases,10.1136/annrheumdis-2015-207596
514,CN-02103250,Not NMN/NR intervention,none,Impact of a Minimal Psychoeducational Intervention on Anxiety Among Hospitalized COVID-19 Patients in Denmark,"NCT04351789,",2020,https://clinicaltrials.gov/show/NCT04351789,
515,CN-01776869,No relevant precursor,none,Long-term anti-tnf treatment is associated with reduction of progression of radiographic changes in the sacroiliac joints in patients with non-radiographic axial SpA: six-year results of the esther trial,"Rios Rodriguez, V; Sieper, J; Hermann, K-G...",2016,Annals of the rheumatic diseases,10.1136/annrheumdis-2016-eular.2913
516,CN-00265396,Unrelated intervention,none,Predictors of sustained response to alpha interferon therapy in chronic hepatitis C,"Neuman, MG; Benhamou, JP; Martinot, M...",1999,Clinical biochemistry,10.1016/s0009-9120(99)00053-3
517,CN-01913726,Not NAD+ precursor,none,Clinical and MRI remission in patients with nonradiographic axial spondyloarthritis who received long-term open-label adalimumab treatment: 3-year results of the ABILITY-1 trial,"van der Heijde, D; Sieper, J; Maksymowych, WP...",2018,Arthritis research &amp; therapy,10.1186/s13075-018-1556-5
519,CN-00789727,Different supplement,none,Accurate personalization of Peg-IFN+RBV treatment duration based on the decline of HCV infected cells computed during the 1st month of therapy,"Colombatto, P; Romagnoli, V; Civitano, L...",2010,Journal of hepatology,10.1016/S0168-8278(10)60251-6
520,CN-00789401,No NMN or NR,none,Accurate individualization of PEG-IFN+RBV treatment duration by HCV infected cell decline computed in the 1ST month of therapy,"Colombatto, P; Romagnoli, V; Civitano, L...",2010,Digestive and liver disease,10.1016/S1590-8658(10)60491-4
521,CN-02203545,Different supplement,none,"Ixekizumab improves self-reported overall functioning and health as measured by the asas health index in patients with non-radiographic axial spondyloarthritis: 52-week results of a phase 3 randomized, active and placebo-controlled trial (coast-x)","Kiltz, U; Walsh, JA; Vargas, RB...",2020,Annals of the rheumatic diseases,10.1136/annrheumdis-2020-eular.1361
522,CN-02929948,Not NAD+ precursor,none,Achievement of Remission Defined by Absence of Objective Signs of Inflammation Versus ASDAS ID in Patients with Active Axial Spondyloarthritis Treated with Bimekizumab: 52-Week Results from Two Phase 3 Studies (Update),"Reid, A; Gensler, LS; Marzo-Ortega, H...",2025,International journal of rheumatic diseases,10.1111/1756-185X.70273
524,CN-00649820,Unrelated intervention,none,A new synthetic dialyzer with advanced permselectivity for enhanced low-molecular weight protein removal,"Krieter, DH; Lemke, HD; Wanner, C",2008,Artificial organs,10.1111/j.1525-1594.2008.00583.x
525,CN-01797886,Not NAD+ precursor,none,A study to investigate the efficacy of sirukumab in addition to the current antidepressant treatment in adults with depression,"EUCTR2014-005206-37-PL,",2015,https://trialsearch.who.int/Trial2.aspx?TrialID=EUCTR2014-005206-37-PL,
526,CN-01467835,Not NMN/NR intervention,none,"Secukinumab sustains individual clinical responses over time in patients with psoriatic arthritis: 2-year results from a phase 3 trial, future 2","Emery, P; McInnes, IB; Mease, PJ...",2017,Annals of the rheumatic diseases,10.1136/annrheumdis-2017-eular.1228
527,CN-02464662,No NMN or NR,none,Evaluation of Efficacy and Safety of Eucept in Subjects with Active Spondyloarthritis,"KCT0007642,",2022,https://trialsearch.who.int/Trial2.aspx?TrialID=KCT0007642,
528,CN-01506509,Different supplement,none,Effect of Methylprednisolone on Orthostatic Intolerance and Heart Rate Variability in Hip-arthroplasty Patients,"NCT02445898,",2015,https://clinicaltrials.gov/show/NCT02445898,
529,CN-02356546,Wrong intervention,none,Effect of milk protein content in Toddler formula on later BMI and obesity risk: protocol of the multicentre randomised controlled Toddler Milk Intervention (ToMI) trial,"Grote, V; Jaeger, V; Escribano, J...",2021,BMJ open,10.1136/bmjopen-2020-048290
530,CN-01009551,Different supplement,none,Patients with ankylosing spondylitis and non-radiographic axial spondyloarthritis had similar TNFi drug survival: hür-bio real life results,"Kalyoncu, U; Karadag, O; Kilic, L...",2014,Annals of the rheumatic diseases,10.1136/annrheumdis-2014-eular.4143
531,CN-01028397,Not NMN/NR intervention,none,Disease burden is comparable in patients with non-radiographic axial spondyloarthritis and ankylosing spondylitis,"Male, JS; Van Der Heijde, D; Elewaut, D...",2012,Arthritis and rheumatism,10.1002/art.37735
532,CN-02664300,No NMN or NR,none,"BRCAAway: a randomized phase 2 trial of abiraterone, olaparib, or abiraterone + olaparib in patients with metastatic castration-resistant prostate cancer (mCRPC) bearing homologous recombination-repair mutations (HRRm)","Hussain, MHA; Kocherginsky, M; Agarwal, N...",2024,Journal of clinical oncology,
533,CN-02461466,Unrelated intervention,none,EP08.02-025 Lazertinib as a Frontline Treatment in Patients with EGFR Mutant Advanced Non-Small Cell Lung Cancer: results from the Phase I/II Trial,"Cho, BC; Han, J-Y; Lee, KH...",2022,Journal of thoracic oncology,10.1016/j.jtho.2022.07.707
534,CN-02514327,Not NAD+ precursor,none,Bimekizumab Maintains Improvements in Efficacy Endpoints and Has a Consistent Safety Profile Through 52 Weeks in Patients with Non-Radiographic Axial Spondyloarthritis and Ankylosing Spondylitis: results from Two Parallel Phase 3 Studies,"Baraliakos, X; Deodhar, A; Van Der Heijde, D...",2022,Arthritis &amp; rheumatology,10.1002/art.42355
535,CN-00761384,Not NAD+ precursor,none,"Circulating surfactant protein -D is low and correlates negatively with systemic inflammation in early, untreated rheumatoid arthritis","Christensen, AF; Sørensen, GL; Hørslev-Petersen, K...",2010,Arthritis research &amp; therapy,10.1186/ar2948
536,CN-01439879,Unrelated intervention,none,Role of posture on nasal resistance and OSA severity with a novel mandibular advancement device,"Tong, B; Amatoury, J; Carberry, J...",2017,Journal of sleep research,10.1111/jsr.12619
537,CN-01297213,No NMN or NR,none,Development of the food supplement Nyaditum resae as a new tool to reduce the risk of tuberculosis development,"Tukvadze, N; Cardona, P; Vashakidze, S...",2016,International journal of mycobacteriology,10.1016/j.ijmyco.2016.09.073
538,CN-02414665,Unrelated intervention,none,NORMALISATION OF HIGH SENSITIVITY CRP VERSUS CLINICAL RESPONSE TO IXEKIZUMAB AT WEEK 16 IN PATIENTS WITH RADIOGRAPHIC AND NON-RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: RESULTS FROM THE COAST-V/W/X STUDIES,"Tay, T; Marzo-Ortega, H; Juanola, X...",2022,Internal medicine journal,10.1111/imj.15756
539,CN-00116304,No relevant precursor,none,Nocturnal hypertension and sleep apnea: effect of the ACE inhibitor cilazapril on apnea-induced blood pressure increases during sleep,"Grote, L; Radeck, A; Heitmann, J...",1995,"Pneumologie (Stuttgart, Germany)",
540,CN-02616203,Different supplement,none,BIMEKIZUMAB MAINTAINED IMPROVEMENTS IN EFFICACY ENDPOINTS AND HAD A CONSISTENT SAFETY PROFILE THROUGH 52 WEEKS IN PATIENTS WITH NON-RADIOGRAPHIC AND RADIOGRAPHIC AXIAL SPONDYLOARTHRITIS: RESULTS FROM TWO PARALLEL PHASE 3 STUDIES,"Baraliakos, X; Deodhar, A; Van Der Heijde, D...",2023,Annals of the rheumatic diseases,10.1136/annrheumdis-2023-eular.1562
541,CN-00778033,Not NMN/NR intervention,none,"Dietary restraint and control over ""wanting"" following consumption of ""forbidden"" food","Lemmens, SG; Born, JM; Rutters, F...",2010,"Obesity (Silver Spring, Md.)",10.1038/oby.2010.36
542,CN-01423751,Unrelated intervention,none,Potential differences in axial spondyloarthritis disease activity categorization using different minimum values for high-sensitivity CRP in ankylosing spondylitis disease activity score calculation and different definitions of disease flare,"Landewe, RBM; Sieper, J; Kiltz, U...",2017,Arthritis &amp; rheumatology,
543,CN-02874050,Not NMN/NR intervention,none,POS0920 BIMEKIZUMAB DEMONSTRATES COMPARABLE ONE-YEAR EFFICACY IN MALE AND FEMALE PATIENTS WITH AXIAL SPONDYLOARTHRITIS: RESULTS FROM TWO PHASE 3 STUDIES,"Rudwaleit, M; Ramiro, S; Poddubnyy, D...",2025,Annals of the rheumatic diseases,10.1016/j.ard.2025.06.275
544,CN-01467048,No relevant precursor,none,Prevalence of vitamin d deficiency in persons with severe hemophilia in Ireland,"O'Connell, N; Gorman, D; Healy, M...",2018,Haemophilia,10.1111/hae.13393
545,CN-02460485,Not NAD+ precursor,none,RHEUMATOID ARTHRITIS PATIENTS WHO SWITCHED TREATMENT from ADALIMUMAB to UPADACITINIB DEMONSTRATE A ROBUST REDUCTION of INFLAMMATION-RELATED BIOMARKERS: PROTEOMICS ANALYSIS from the SELECT-COMPARE PHASE 3 STUDY,"Sornasse, T; Cai, F; Camp, H...",2022,Annals of the rheumatic diseases,10.1136/annrheumdis-2022-eular.2527
546,CN-01168612,Unrelated intervention,none,Effects of Five-Week Resistance Training in Hypoxia on Hormones and Muscle Strength,"Yan, B; Lai, X; Yi, L...",2016,Journal of strength and conditioning research,10.1519/JSC.0000000000001056
547,CN-02303649,No NMN or NR,none,"Baseline characteristics and treatment response to ixekizumab categorised by sex in radiographic and non-radiographic axial spondylarthritis patients through 52 weeks: data from 3 phase iii, randomized, controlled trials","Van Der Horst-Bruinsma, I; Bolce, R; Hunter, T...",2021,Annals of the rheumatic diseases,10.1136/annrheumdis-2021-eular.684
548,CN-02788956,Not NAD+ precursor,none,IMPACT of BIMEKIZUMAB on MRI INFLAMMATORY and STRUCTURAL LESIONS in the SACROILIAC JOINTS of PATIENTS with AXIAL SPONDYLARTHRI-TIS: 52-WEEK RESULTS and POST HOC ANALYSES from the BE MOBILE 1 and 2 PHASE 3 STUDIES,"Maksymowych, WP; Ramiro, S; Poddubnyy, D...",2024,Clinical and experimental rheumatology,
549,CN-01923444,Not NAD+ precursor,none,"The effects of late gestation nutrient restriction of dams on beef heifer intake, metabolites and hormones during an ad libitum feeding trial","Tipton, JE; Ricks, RE; LeMaster, CT...",2018,Journal of animal physiology and animal nutrition,10.1111/jpn.12849
550,CN-01915416,No NMN or NR,none,Postural effects on nasal resistance in obstructive sleep apnoea (OSA) and efficacy of a novel oral appliance,"Tong, B; Tran, C; Ricciardiello, A...",2018,European respiratory journal,10.1183/13993003.congress-2018.PA4339
551,CN-01008840,Different supplement,none,"Safety and early quality of life after Strattice™ tissue matrix placement at the time of stoma construction: a randomized, controlled trial","Fleshman, J; Wexner, S; Ellis, C...",2011,Diseases of the colon and rectum,
552,CN-02884844,Different supplement,none,"Ixekizumab Improves Signs, Symptoms, and Quality of Life in Patients with Axial Spondyloarthritis Irrespective of Symptom Duration","Navarro-Compan, V; Reveille, JD; Rahman, P...",2025,Advances in therapy,10.1007/s12325-025-03305-5
554,CN-02524174,Unrelated intervention,none,"In hypertension, evening vs. morning dosing of antihypertensive drugs did not differ for major CV outcomes at 5.2 y","Aung, K; Htay, T",2023,Annals of internal medicine,10.7326/J22-0116
555,CN-01999938,Not NAD+ precursor,none,Cold water submersion attenuates post-submersion aerobic performance and orthostatic tolerance irrespective of partial rehydration with water,"Hess, HW; Schlader, ZJ; Russo, LN...",2019,Undersea &amp; hyperbaric medicine,
556,CN-00749917,Unrelated intervention,none,Changes in R-Wave amplitude in DII lead is less sensitive than pulse pressure variation to detect changes in stroke volume after fluid challenge in ICU patients postoperatively to cardiac surgery,"Soltner, C; Dantec, R; Lebreton, F...",2010,Journal of clinical monitoring and computing,10.1007/s10877-010-9221-9
557,CN-00968705,Different supplement,none,Efficacy and safety of adalimumab in patients with non-radiographic axial spondyloarthritis: results of a randomised placebo-controlled trial (ABILITY-1),"Sieper, J; van der Heijde, D; Dougados, M...",2013,Annals of the rheumatic diseases,10.1136/annrheumdis-2012-201766
558,CN-02815712,Wrong intervention,none,Efficacy of upadacitinib in subgroups of patients with axial spondyloarthritis with early versus established disease,"Navarro-Compán, V; Van den Bosch, F; Sampaio-Barros, PD...",2025,RMD open,10.1136/rmdopen-2024-005110
559,CN-01926053,No relevant precursor,none,Evaluation of Eosinophilic Asthma Patients Without Blood Eosinophil (EOS) Response to Intravenous (IV) Reslizumab in a Post-Hoc Analysis of 52-Week Placebo-Controlled Phase 3 Studies,"Chanez, P; Hickey, L; Garin, M...",2019,Journal of allergy and clinical immunology,10.1016/j.jaci.2018.12.295
560,CN-02528461,Unrelated intervention,none,What does the TIME study tell us about morning and evening dosing of antihypertensive medication?,"Khong, TK; Lin, GS",2023,Drug and therapeutics bulletin,10.1136/dtb.2023.000002
561,CN-02213908,Unrelated intervention,none,Ixekizumab Improves Patient-Reported Outcomes in Non-Radiographic Axial Spondyloarthritis: results from the Coast-X Trial,"Deodhar, A; Mease, P; Rahman, P...",2021,Rheumatology and therapy,10.1007/s40744-020-00254-z
562,CN-01713431,Wrong intervention,none,The impact of early treatment with adalimumab on rheumatoid factor and anti-citrullinated peptide antibody levels in patients with rheumatoid arthritis in the optima trial,"Smolen, JS; Kavanaugh, A; Aletaha, D...",2016,Annals of the rheumatic diseases,10.1136/annrheumdis-2016-eular.1311
563,CN-02902657,Different supplement,none,BIMEKIZUMAB TREATMENT RESULTED IN IMPROVEMENTS IN MRI INFLAMMATORY AND STRUCTURAL LESIONS IN THE SACROILIAC JOINTS OF PATIENTS WITH AXIAL SPONDYLOARTHRITIS: 52-WEEK RESULTS AND POST HOC ANALYSES FROM TWO PHASE 3 STUDIES,"Maksymowych, WP; Ramiro, S; Poddubnyy, D...",2025,Rheumatology,10.1093/rheumatology/keaf142.016
564,CN-02805508,Unrelated intervention,none,Telmisartan in combination with hydrochlorothiazide 12.5 mg for the management of patients with hypertension,"Neldam, S; Schumacher, H; Kjeldsen, SE...",2014,Current medical research and opinion,10.1185/03007995.2014.924912
565,CN-02769072,Not NMN/NR intervention,none,"Combination treatment with TTX-030, a first-in-class anti-CD39 antibody, in patients with advanced pancreatic cancer","Wainberg, ZA; Cha, Y; George, B...",2024,Annals of oncology,10.1016/j.annonc.2024.08.725
567,CN-01920848,Different supplement,none,Reslizumab high-responder and super-responder asthma patients,"Wechsler, M; McDonald, M; Garin, MC",2018,American journal of respiratory and critical care medicine,
568,CN-01296600,Different supplement,none,Comparability of patients classified as non-radiographic axial spondyloarthritis by the imaging vs clinical arms of the ASAS criteria,"Sari, I; Haroon, N; Can, G...",2016,Arthritis &amp; rheumatology,10.1002/art.39977
569,CN-01398034,No relevant precursor,none,Comparison of the imaging and clinical arms of ASAS axial spondyloarthritis classification criteria in patients with non-radiographic axial spondyloarthritis,"Sari, I; Haroon, N; Can, G...",2017,Journal of rheumatology,10.3899/jrheum.170256
